Product Name,Product Link,Image URL,Deal,Price,Original Price,Discount
Women Heels Sandal,https://www.flipkart.com/sukun-women-heels/p/itm8042482e66241?pid=SNDHAWVFYYEJGZZN&lid=LSTSNDHAWVFYYEJGZZN8MR8A7&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_35&otracker=nmenu_sub_Women_0_Heels1&fm=organic&iid=en_Rc35ZlUXxEWG7grkn8DpTmMa9CaeojnJjKyRjeyggw1MbKiQ5ZqeHstEWwolvp40ARkJRYLxJBuKkYnm_P__jw%3D%3D&ppt=None&ppn=None&ssid=lt2wovvhog0000001747411920995,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/o/k/q/7-s170-7-stelway-off-white-original-imah9hvcahads2bk.jpeg?q=70,Hot Deal,₹693,"₹2,999",76% off
Women Heels Sandal,https://www.flipkart.com/anouk-women-heels/p/itm67cdd47e84f6f?pid=SNDGTDPMNMGMPHHV&lid=LSTSNDGTDPMNMGMPHHVNALGZ0&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_37&otracker=nmenu_sub_Women_0_Heels1&fm=organic&iid=en_Rc35ZlUXxEWG7grkn8DpTmMa9CaeojnJjKyRjeyggw3aZULHowJb12zu8-qp8dDyIK3978gDMHETuuv3EzSrpw%3D%3D&ppt=None&ppn=None&ssid=lt2wovvhog0000001747411920995,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/l/l/p/7-m6-madam-glorious-copper-original-imagrdyknh6zdggm.jpeg?q=70,Hot Deal,₹666,"₹1,899",64% off
Women Heels Sandal,https://www.flipkart.com/crocs-women-heels/p/itmcc93c4a75b5d8?pid=SNDH8YJWZFSYGFCH&lid=LSTSNDH8YJWZFSYGFCHGNGRWN&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_38&otracker=nmenu_sub_Women_0_Heels1&fm=organic&iid=en_Rc35ZlUXxEWG7grkn8DpTmMa9CaeojnJjKyRjeyggw1_b_HyyBV1exr3kPReo_AQ0Q6JB3l7BDubkpz3_YRfwhXEPQD91ylV5gURIWQMC0Q%3D&ppt=None&ppn=None&ssid=lt2wovvhog0000001747411920995,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/1/1/q/-original-imagvgcpuxtem2v9.jpeg?q=70,Hot Deal,₹344,₹999,65% off
Women Heels Sandal,https://www.flipkart.com/sukun-women-heels/p/itm8042482e66241?pid=SNDHAWVFYYEJGZZN&lid=LSTSNDHAWVFYYEJGZZN8MR8A7&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_1&otracker=nmenu_sub_Women_0_Heels2&fm=organic&iid=en_ipi1y7W6eRyNWwfYu9_vj29BwNd7-83rGEa6Xm1saL1TTi3P4hLFnaK1ST5kkOhTQPLDoCnAW6PUW_SCM75umg%3D%3D&ppt=None&ppn=None&ssid=88ndfpzrvk0000001747411922777,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/1/o/h/5-dhss-207-barbie-purple-5-doctor-health-super-soft-purple-original-imah8aghgxhpndgb.jpeg?q=70,"Buy 2 items, save extra 5%",₹500,₹999,49% off
Women Heels Sandal,https://www.flipkart.com/vendoz-women-heels/p/itmbe47653bfd186?pid=SNDGYEF2RTDKTGRR&lid=LSTSNDGYEF2RTDKTGRRSOUHXJ&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_2&otracker=nmenu_sub_Women_0_Heels2&fm=organic&iid=en_ipi1y7W6eRyNWwfYu9_vj29BwNd7-83rGEa6Xm1saL2X6S2dJC_dwsARsqopqYwmoO9TnHDR96s89-rK0yp37A%3D%3D&ppt=None&ppn=None&ssid=88ndfpzrvk0000001747411922777,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/x/z/3/8-4877-shezone-beige-original-imah6kf5ecf8d9d6.jpeg?q=70,Only few left,₹849,"₹1,999",57% off
Women Heels Sandal,https://www.flipkart.com/nidima-women-heels/p/itmad22dc4ad324b?pid=SNDH4FBHWGNZUGBE&lid=LSTSNDH4FBHWGNZUGBEHXZXOW&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_3&otracker=nmenu_sub_Women_0_Heels2&fm=organic&iid=5291eb2b-6572-463a-9199-bdedb09f83b0.SNDH4FBHWGNZUGBE.SEARCH&ppt=None&ppn=None&ssid=88ndfpzrvk0000001747411922777,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/m/w/7/6-ab64-smart-sleek-peach-original-imagp4gwzk2rk4nh.jpeg?q=70,Only few left,₹695,"₹1,599",56% off
Women Heels Sandal,https://www.flipkart.com/padvesh-women-heels/p/itm00b98cbc8750b?pid=SNDGRNGTN5FPHNCM&lid=LSTSNDGRNGTN5FPHNCMUJ9AKW&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_4&otracker=nmenu_sub_Women_0_Heels2&fm=organic&iid=5291eb2b-6572-463a-9199-bdedb09f83b0.SNDGRNGTN5FPHNCM.SEARCH&ppt=None&ppn=None&ssid=88ndfpzrvk0000001747411922777,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/7/1/q/3-ts43-027-3-trase-gun-metal-original-imah898hm5tryjjz.jpeg?q=70,Hot Deal,₹748,₹999,25% off
Women Heels Sandal,https://www.flipkart.com/anouk-women-heels/p/itm67cdd47e84f6f?pid=SNDGTDPMNMGMPHHV&lid=LSTSNDGTDPMNMGMPHHVNALGZ0&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_5&otracker=nmenu_sub_Women_0_Heels2&fm=organic&iid=en_ipi1y7W6eRyNWwfYu9_vj29BwNd7-83rGEa6Xm1saL39LEztxw-48Bcu1YFmDzCG3EUa1FJlehfJQnS5tOe2yg%3D%3D&ppt=None&ppn=None&ssid=88ndfpzrvk0000001747411922777,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/w/z/m/7-nora-pink-20-patriarchy-pink-original-imagzvjdsqbbjyrg.jpeg?q=70,Hot Deal,₹380,₹999,61% off
Women Heels Sandal,https://www.flipkart.com/ravis-women-heels/p/itme172ef9c98f8d?pid=SNDH8UF2Y2HDWDHK&lid=LSTSNDH8UF2Y2HDWDHK6CEKO8&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_6&otracker=nmenu_sub_Women_0_Heels2&fm=organic&iid=en_ipi1y7W6eRyNWwfYu9_vj29BwNd7-83rGEa6Xm1saL128ACOs8zGfbMpPXyr6-D6XaeNCu7tGP8MKAFCOM_NIw%3D%3D&ppt=None&ppn=None&ssid=88ndfpzrvk0000001747411922777,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/p/x/e/3-4nahl200-new-tryme-black-original-imagu5f8982hbpac.jpeg?q=70,Hot Deal,₹666,"₹3,449",80% off
Women Heels Sandal,https://www.flipkart.com/fashion-heels-women/p/itmc0e411ceec9c3?pid=SNDGS22ZSY5CM6KT&lid=LSTSNDGS22ZSY5CM6KTRFXPXY&marketplace=FLIPKART&store=osp%2Fiko%2F6q1&srno=b_1_8&otracker=nmenu_sub_Women_0_Heels2&fm=organic&iid=5291eb2b-6572-463a-9199-bdedb09f83b0.SNDGS22ZSY5CM6KT.SEARCH&ppt=None&ppn=None&ssid=88ndfpzrvk0000001747411922777,https://rukminim2.flixcart.com/image/612/612/xif0q/sandal/a/c/b/4-byl6205-4-sukun-white-original-imahawvffcjfgtfh.jpeg?q=70,Only few left,₹799,"₹2,499",68% off
